,Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
965,2020,1,Rhode Island,All,Black/African American,All,All,All,All,2037.0,3007.0,246.0,0.1208
966,2020,1,Rhode Island,All,Hispanic,All,All,All,All,3879.0,5690.0,410.0,0.1057
967,2020,1,Rhode Island,All,Non-Hispanic White,All,All,All,All,62142.0,79553.0,7641.0,0.123
969,2020,1,Rhode Island,Medicare & Medicaid,All,All,All,All,All,12984.0,16751.0,1713.0,0.1319
970,2020,1,Rhode Island,Medicare Only,All,All,All,All,All,58776.0,76776.0,6976.0,0.1187
971,2020,1,South Carolina,All,All,All,Aged,All,All,466239.0,585592.0,17375.0,0.0373
972,2020,1,South Carolina,All,All,All,All,0-64,All,59978.0,80774.0,3599.0,0.06
973,2020,1,South Carolina,All,All,All,All,65-74,All,250296.0,329470.0,9499.0,0.038
974,2020,1,South Carolina,All,All,All,All,75-84,All,160304.0,190420.0,6015.0,0.0375
975,2020,1,South Carolina,All,All,All,All,85 and over,All,60034.0,70126.0,2080.0,0.0346
976,2020,1,South Carolina,All,All,All,All,All,All,530612.0,670790.0,21193.0,0.0399
977,2020,1,South Carolina,All,All,All,All,All,Rural,98459.0,126998.0,3508.0,0.0356
979,2020,1,South Carolina,All,All,All,All,All,Urban,431853.0,543404.0,17673.0,0.0409
980,2020,1,South Carolina,All,All,All,Disabled,All,All,55183.0,75850.0,3373.0,0.0611
981,2020,1,South Carolina,All,All,All,ESRD,All,All,9190.0,9348.0,445.0,0.0484
982,2020,1,South Carolina,All,All,Female,All,All,All,300422.0,368102.0,12686.0,0.0422
983,2020,1,South Carolina,All,All,Male,All,All,All,230190.0,302687.0,8507.0,0.037
984,2020,1,South Carolina,All,American Indian/Alaska Native,All,All,All,All,320.0,417.0,13.0,0.0406
985,2020,1,South Carolina,All,Asian/Pacific Islander,All,All,All,All,3122.0,4674.0,96.0,0.0307
986,2020,1,South Carolina,All,Black/African American,All,All,All,All,88337.0,117668.0,3462.0,0.0392
987,2020,1,South Carolina,All,Hispanic,All,All,All,All,5215.0,7317.0,218.0,0.0418
988,2020,1,South Carolina,All,Non-Hispanic White,All,All,All,All,423232.0,527053.0,16995.0,0.0402
990,2020,1,South Carolina,Medicare & Medicaid,All,All,All,All,All,62403.0,77102.0,3377.0,0.0541
991,2020,1,South Carolina,Medicare Only,All,All,All,All,All,468209.0,593687.0,17816.0,0.0381
992,2020,1,South Dakota,All,All,All,Aged,All,All,72907.0,109457.0,2607.0,0.0358
993,2020,1,South Dakota,All,All,All,All,0-64,All,9253.0,13295.0,714.0,0.0772
994,2020,1,South Dakota,All,All,All,All,65-74,All,39680.0,63727.0,1463.0,0.0369
995,2020,1,South Dakota,All,All,All,All,75-84,All,22386.0,31446.0,765.0,0.0342
996,2020,1,South Dakota,All,All,All,All,85 and over,All,11361.0,14810.0,422.0,0.0371
997,2020,1,South Dakota,All,All,All,All,All,All,82680.0,123279.0,3364.0,0.0407
998,2020,1,South Dakota,All,All,All,All,All,Rural,51320.0,76840.0,2456.0,0.0479
